Adm_No,Name,Gender,Class,total_marks,avg_marks,attendance_rate
6578,Student_6578,Male,II,71.1,23.7,0.0
6579,Student_6579,Other,III,,,100.0
6580,Student_6580,Male,I,294.0,49.0,0.0
6581,Student_6581,Male,II,,,0.0
6582,Student_6582,Other,III,316.2,52.699999999999996,0.0
6583,Student_6583,Male,I,143.0,47.666666666666664,0.0
6584,Student_6584,Other,II,92.5,30.833333333333332,0.0
6585,Student_6585,Other,III,,,0.0
6586,Student_6586,Female,I,266.0,44.333333333333336,0.0
6587,Student_6587,Other,II,,,100.0
6588,Student_6588,Other,III,170.9,56.96666666666667,100.0
6589,Student_6589,Male,I,343.2,57.199999999999996,0.0
6590,Student_6590,Male,II,191.6,63.86666666666667,0.0
6591,Student_6591,Female,III,,,0.0
6592,Student_6592,Female,I,258.6,43.1,100.0
6593,Student_6593,Other,II,,,0.0
6594,Student_6594,Male,III,192.2,64.06666666666666,0.0
6595,Student_6595,Male,I,,,100.0
6596,Student_6596,Male,II,276.9,92.3,100.0
6597,Student_6597,Male,III,,,0.0
6598,Student_6598,Other,I,275.8,91.93333333333334,100.0
6599,Student_6599,Female,II,,,0.0
6600,Student_6600,Other,III,282.1,94.03333333333335,0.0
6601,Student_6601,Male,I,151.3,50.43333333333334,100.0
6602,Student_6602,Male,II,245.7,81.89999999999999,100.0
6603,Student_6603,Other,III,195.7,65.23333333333333,0.0
6604,Student_6604,Male,I,265.8,44.300000000000004,0.0
6605,Student_6605,Male,II,,,0.0
6606,Student_6606,Female,III,113.80000000000001,37.93333333333334,100.0
6607,Student_6607,Male,I,,,0.0
6608,Student_6608,Male,II,185.2,61.73333333333333,100.0
6609,Student_6609,Female,III,,,100.0
6610,Student_6610,Female,I,191.1,95.55,100.0
6611,Student_6611,Female,II,205.5,68.5,100.0
6612,Student_6612,Female,III,201.0,67.0,0.0
6613,Student_6613,Male,I,,,0.0
6614,Student_6614,Male,II,173.3,57.76666666666667,0.0
6615,Student_6615,Female,III,886.2,98.46666666666667,100.0
6616,Student_6616,Male,I,290.7,96.89999999999999,100.0
6617,Student_6617,Female,II,201.39999999999998,67.13333333333333,0.0
6618,Student_6618,Male,III,86.3,28.766666666666666,0.0
6619,Student_6619,Female,I,,,0.0
6620,Student_6620,Other,II,254.70000000000002,84.9,0.0
6621,Student_6621,Female,III,,,100.0
6622,Student_6622,Female,I,187.0,62.333333333333336,100.0
6623,Student_6623,Female,II,,,100.0
6624,Student_6624,Female,III,517.8,86.3,0.0
6625,Student_6625,Other,I,,,100.0
6626,Student_6626,Male,II,93.4,31.133333333333336,0.0
6627,Student_6627,Male,III,,,100.0
6628,Student_6628,Other,I,253.39999999999998,84.46666666666665,100.0
6629,Student_6629,Female,II,,,100.0
6630,Student_6630,Male,III,494.20000000000005,82.36666666666667,0.0
6631,Student_6631,Female,I,,,0.0
6632,Student_6632,Male,II,203.8,67.93333333333334,100.0
6633,Student_6633,Female,III,,,100.0
6634,Student_6634,Other,I,343.2,57.199999999999996,100.0
6635,Student_6635,Male,II,,,0.0
6636,Student_6636,Other,III,159.0,26.5,0.0
6637,Student_6637,Male,I,,,0.0
6638,Student_6638,Male,II,299.4,99.8,100.0
6639,Student_6639,Other,III,204.7,68.23333333333333,0.0
6640,Student_6640,Female,I,284.0,94.66666666666667,0.0
6641,Student_6641,Other,II,,,0.0
6642,Student_6642,Other,III,251.10000000000002,83.7,0.0
6643,Student_6643,Other,I,,,0.0
6644,Student_6644,Male,II,524.4,87.39999999999999,100.0
6645,Student_6645,Male,III,228.8,76.26666666666667,100.0
6646,Student_6646,Male,I,317.0,52.833333333333336,0.0
6647,Student_6647,Female,II,,,100.0
6648,Student_6648,Female,III,206.5,68.83333333333333,100.0
6649,Student_6649,Other,I,,,100.0
6650,Student_6650,Male,II,216.60000000000002,72.2,100.0
6651,Student_6651,Male,III,,,100.0
6652,Student_6652,Female,I,263.8,87.93333333333334,0.0
6653,Student_6653,Female,II,,,0.0
6654,Student_6654,Other,III,208.0,34.666666666666664,0.0
6655,Student_6655,Male,I,259.5,86.5,0.0
6656,Student_6656,Female,II,373.4,62.23333333333333,100.0
6657,Student_6657,Other,III,210.4,70.13333333333334,100.0
6658,Student_6658,Female,I,262.4,87.46666666666665,100.0
6659,Student_6659,Other,II,,,100.0
6660,Student_6660,Female,III,306.8,51.13333333333333,100.0
6661,Student_6661,Male,I,,,100.0
6662,Student_6662,Other,II,281.0,93.66666666666667,0.0
6663,Student_6663,Female,III,,,100.0
6664,Student_6664,Male,I,221.5,73.83333333333333,100.0
6665,Student_6665,Male,II,,,0.0
6666,Student_6666,Male,III,426.0,47.333333333333336,0.0
6667,Student_6667,Male,I,209.2,69.73333333333333,100.0
6668,Student_6668,Other,II,142.1,47.36666666666667,0.0
6669,Student_6669,Female,III,260.2,86.73333333333333,100.0
6670,Student_6670,Male,I,184.8,61.6,100.0
6671,Student_6671,Male,II,,,0.0
6672,Student_6672,Male,III,272.2,90.73333333333333,0.0
6673,Student_6673,Other,I,,,100.0
6674,Student_6674,Female,II,178.9,59.63333333333333,0.0
6675,Student_6675,Male,III,,,100.0
6676,Student_6676,Other,I,522.8,87.13333333333333,100.0
6677,Student_6677,Other,II,,,100.0
6678,Student_6678,Male,III,254.8,42.46666666666667,0.0
6679,Student_6679,Other,I,,,100.0
6680,Student_6680,Other,II,128.6,42.86666666666667,100.0
6681,Student_6681,Male,III,,,100.0
6682,Student_6682,Other,I,166.7,55.56666666666666,0.0
6683,Student_6683,Female,II,,,0.0
6684,Student_6684,Female,III,459.59999999999997,51.06666666666666,100.0
6685,Student_6685,Male,I,,,0.0
6686,Student_6686,Male,II,271.1,90.36666666666667,100.0
6687,Student_6687,Other,III,154.5,51.5,100.0
6688,Student_6688,Other,I,207.1,69.03333333333333,100.0
6689,Student_6689,Male,II,,,0.0
6690,Student_6690,Male,III,282.2,47.03333333333333,100.0
6691,Student_6691,Female,I,,,100.0
6692,Student_6692,Other,II,535.2,89.2,100.0
6693,Student_6693,Other,III,,,0.0
6694,Student_6694,Other,I,257.2,85.73333333333333,0.0
6695,Student_6695,Female,II,,,100.0
6696,Student_6696,Male,III,170.9,56.96666666666667,100.0
6697,Student_6697,Other,I,205.9,68.63333333333334,100.0
6698,Student_6698,Other,II,132.0,44.0,0.0
6699,Student_6699,Female,III,,,0.0
6700,Student_6700,Female,I,220.10000000000002,73.36666666666667,0.0
6701,Student_6701,Male,II,,,100.0
6702,Student_6702,Female,III,205.2,68.39999999999999,100.0
6703,Student_6703,Male,I,,,0.0
6704,Student_6704,Female,II,224.89999999999998,74.96666666666665,0.0
6705,Student_6705,Male,III,62.1,20.7,0.0
6706,Student_6706,Female,I,134.8,44.93333333333334,0.0
6707,Student_6707,Male,II,,,0.0
6708,Student_6708,Other,III,385.2,64.2,100.0
6709,Student_6709,Female,I,,,0.0
6710,Student_6710,Other,II,508.8,84.8,0.0
6711,Student_6711,Male,III,,,100.0
6712,Student_6712,Male,I,127.0,42.333333333333336,100.0
6713,Student_6713,Male,II,,,100.0
6714,Student_6714,Female,III,272.5,90.83333333333333,0.0
6715,Student_6715,Male,I,,,0.0
6716,Student_6716,Other,II,305.6,50.93333333333334,0.0
6717,Student_6717,Other,III,189.60000000000002,63.20000000000001,0.0
6718,Student_6718,Other,I,261.8,87.26666666666667,100.0
6719,Student_6719,Male,II,175.1,58.36666666666667,100.0
6720,Student_6720,Female,III,188.2,31.366666666666664,0.0
6721,Student_6721,Female,I,,,100.0
6722,Student_6722,Female,II,583.2,97.2,100.0
6723,Student_6723,Female,III,204.0,68.0,100.0
6724,Student_6724,Other,I,223.60000000000002,74.53333333333335,0.0
6725,Student_6725,Other,II,,,100.0
6726,Student_6726,Male,III,121.5,40.5,0.0
6727,Student_6727,Male,I,173.3,57.76666666666667,0.0
6728,Student_6728,Male,II,259.3,86.43333333333334,0.0
6729,Student_6729,Female,III,,,100.0
6730,Student_6730,Female,I,286.4,95.46666666666665,100.0
6731,Student_6731,Other,II,,,0.0
6732,Student_6732,Male,III,382.6,63.76666666666667,0.0
6733,Student_6733,Male,I,,,100.0
6734,Student_6734,Male,II,202.1,67.36666666666666,100.0
6735,Student_6735,Male,III,,,100.0
6736,Student_6736,Male,I,183.7,61.23333333333333,100.0
6737,Student_6737,Male,II,,,100.0
6738,Student_6738,Other,III,290.6,48.43333333333334,0.0
6739,Student_6739,Other,I,518.6,86.43333333333334,0.0
6740,Student_6740,Other,II,279.7,93.23333333333333,100.0
6741,Student_6741,Female,III,,,0.0
6742,Student_6742,Female,I,78.8,26.266666666666666,0.0
6743,Student_6743,Other,II,,,100.0
6744,Student_6744,Male,III,212.2,70.73333333333333,0.0
6745,Student_6745,Female,I,,,100.0
6746,Student_6746,Other,II,134.39999999999998,44.79999999999999,0.0
6747,Student_6747,Female,III,,,100.0
6748,Student_6748,Male,I,105.6,35.199999999999996,0.0
6749,Student_6749,Female,II,476.6,79.43333333333334,100.0
6750,Student_6750,Other,III,129.8,43.26666666666667,0.0
6751,Student_6751,Male,I,,,0.0
6752,Student_6752,Female,II,345.8,57.63333333333333,0.0
6753,Student_6753,Male,III,227.4,75.8,0.0
6754,Student_6754,Male,I,191.9,63.96666666666667,100.0
6755,Student_6755,Other,II,164.4,54.800000000000004,0.0
6756,Student_6756,Female,III,158.5,52.833333333333336,100.0
6757,Student_6757,Male,I,,,0.0
6758,Student_6758,Female,II,166.6,55.53333333333333,100.0
6759,Student_6759,Male,III,,,100.0
6760,Student_6760,Other,I,202.2,67.39999999999999,0.0
6761,Student_6761,Other,II,,,0.0
6762,Student_6762,Male,III,68.3,22.766666666666666,0.0
6763,Student_6763,Male,I,,,0.0
6764,Student_6764,Other,II,567.3,63.03333333333333,0.0
6765,Student_6765,Other,III,260.6,86.86666666666667,100.0
6766,Student_6766,Other,I,203.3,67.76666666666667,0.0
6767,Student_6767,Other,II,,,100.0
6768,Student_6768,Other,III,292.9,97.63333333333333,100.0
6769,Student_6769,Female,I,,,0.0
6770,Student_6770,Other,II,250.2,83.39999999999999,100.0
6771,Student_6771,Other,III,,,100.0
6772,Student_6772,Male,I,344.2,57.36666666666667,0.0
6773,Student_6773,Male,II,255.6,85.2,100.0
6774,Student_6774,Female,III,113.7,37.9,100.0
6775,Student_6775,Other,I,117.8,39.266666666666666,100.0
6776,Student_6776,Other,II,128.1,42.699999999999996,100.0
6777,Student_6777,Male,III,248.89999999999998,82.96666666666665,0.0
6778,Student_6778,Female,I,281.9,93.96666666666665,0.0
6779,Student_6779,Other,II,,,100.0
6780,Student_6780,Male,III,188.4,62.800000000000004,0.0
6781,Student_6781,Other,I,149.4,49.800000000000004,100.0
6782,Student_6782,Male,II,449.4,74.89999999999999,0.0
6783,Student_6783,Male,III,245.2,40.86666666666667,0.0
6784,Student_6784,Male,I,325.0,54.166666666666664,100.0
6785,Student_6785,Other,II,250.7,83.56666666666666,100.0
6786,Student_6786,Other,III,234.4,39.06666666666667,100.0
6787,Student_6787,Male,I,,,100.0
6788,Student_6788,Female,II,266.5,88.83333333333333,0.0
6789,Student_6789,Male,III,,,100.0
6790,Student_6790,Other,I,229.7,76.56666666666666,0.0
6791,Student_6791,Other,II,,,100.0
6792,Student_6792,Other,III,253.60000000000002,84.53333333333335,100.0
6793,Student_6793,Female,I,275.7,91.89999999999999,100.0
6794,Student_6794,Male,II,396.8,66.13333333333334,0.0
6795,Student_6795,Male,III,,,100.0
6796,Student_6796,Other,I,229.3,76.43333333333334,0.0
6797,Student_6797,Female,II,,,100.0
6798,Student_6798,Male,III,262.0,87.33333333333333,100.0
6799,Student_6799,Other,I,,,100.0
6800,Student_6800,Male,II,279.7,93.23333333333333,100.0
6801,Student_6801,Other,III,,,100.0
6802,Student_6802,Male,I,306.9,34.099999999999994,0.0
6803,Student_6803,Female,II,,,100.0
6804,Student_6804,Male,III,206.9,68.96666666666667,100.0
6805,Student_6805,Other,I,,,100.0
6806,Student_6806,Female,II,169.9,56.63333333333333,100.0
6807,Student_6807,Female,III,218.29999999999998,72.76666666666667,0.0
6808,Student_6808,Female,I,325.6,54.26666666666667,0.0
6809,Student_6809,Other,II,,,100.0
6810,Student_6810,Male,III,522.6,87.10000000000001,0.0
6811,Student_6811,Male,I,,,100.0
6812,Student_6812,Male,II,409.6,68.26666666666667,100.0
6813,Student_6813,Other,III,280.1,93.36666666666667,100.0
6814,Student_6814,Other,I,286.0,47.666666666666664,100.0
6815,Student_6815,Female,II,,,100.0
6816,Student_6816,Male,III,118.1,39.36666666666667,0.0
6817,Student_6817,Other,I,237.39999999999998,79.13333333333333,0.0
6818,Student_6818,Other,II,255.4,85.13333333333334,100.0
6819,Student_6819,Other,III,,,100.0
6820,Student_6820,Other,I,302.6,50.43333333333334,100.0
6821,Student_6821,Male,II,,,0.0
6822,Student_6822,Other,III,213.0,71.0,0.0
6823,Student_6823,Female,I,,,0.0
6824,Student_6824,Female,II,183.5,61.166666666666664,0.0
6825,Student_6825,Male,III,,,100.0
6826,Student_6826,Female,I,278.3,92.76666666666667,100.0
6827,Student_6827,Other,II,,,0.0
6828,Student_6828,Female,III,80.8,26.933333333333334,0.0
6829,Student_6829,Other,I,,,0.0
6830,Student_6830,Other,II,151.0,50.333333333333336,0.0
6831,Student_6831,Male,III,,,100.0
6832,Student_6832,Other,I,159.1,53.03333333333333,100.0
6833,Student_6833,Other,II,,,100.0
6834,Student_6834,Female,III,150.2,50.06666666666666,0.0
6835,Student_6835,Female,I,,,0.0
6836,Student_6836,Female,II,247.4,82.46666666666667,100.0
6837,Student_6837,Other,III,,,100.0
6838,Student_6838,Other,I,407.40000000000003,45.26666666666667,0.0
6839,Student_6839,Male,II,,,0.0
6840,Student_6840,Male,III,140.3,46.76666666666667,100.0
6841,Student_6841,Male,I,,,100.0
6842,Student_6842,Female,II,480.2,80.03333333333333,0.0
6843,Student_6843,Other,III,,,100.0
6844,Student_6844,Female,I,155.5,51.833333333333336,100.0
6845,Student_6845,Male,II,,,0.0
6846,Student_6846,Other,III,147.3,49.1,100.0
6847,Student_6847,Female,I,,,0.0
6848,Student_6848,Female,II,79.9,26.633333333333336,0.0
6849,Student_6849,Other,III,,,100.0
6850,Student_6850,Male,I,97.1,32.36666666666667,0.0
6851,Student_6851,Female,II,,,100.0
6852,Student_6852,Male,III,262.1,87.36666666666667,100.0
6853,Student_6853,Female,I,244.4,81.46666666666667,0.0
6854,Student_6854,Female,II,119.1,39.699999999999996,0.0
6855,Student_6855,Female,III,96.0,32.0,0.0
6856,Student_6856,Other,I,196.4,65.46666666666667,0.0
6857,Student_6857,Male,II,,,100.0
6858,Student_6858,Other,III,236.5,78.83333333333333,0.0
6859,Student_6859,Other,I,,,0.0
6860,Student_6860,Female,II,241.8,80.60000000000001,100.0
6861,Student_6861,Male,III,,,100.0
6862,Student_6862,Male,I,209.1,69.7,100.0
6863,Student_6863,Female,II,,,0.0
6864,Student_6864,Other,III,145.4,48.46666666666667,100.0
6865,Student_6865,Female,I,269.7,89.89999999999999,0.0
6866,Student_6866,Other,II,217.0,72.33333333333333,100.0
6867,Student_6867,Male,III,,,100.0
6868,Student_6868,Female,I,135.2,45.06666666666666,100.0
6869,Student_6869,Other,II,238.10000000000002,79.36666666666667,100.0
6870,Student_6870,Female,III,517.6,86.26666666666667,100.0
6871,Student_6871,Other,I,,,100.0
6872,Student_6872,Male,II,134.0,44.666666666666664,0.0
6873,Student_6873,Other,III,,,100.0
6874,Student_6874,Other,I,471.6,78.60000000000001,100.0
6875,Student_6875,Female,II,,,100.0
6876,Student_6876,Female,III,162.1,54.03333333333333,0.0
6877,Student_6877,Other,I,,,100.0
6878,Student_6878,Female,II,138.2,46.06666666666666,100.0
6879,Student_6879,Male,III,,,0.0
6880,Student_6880,Other,I,126.69999999999999,42.23333333333333,0.0
6881,Student_6881,Male,II,,,0.0
6882,Student_6882,Female,III,842.4,93.6,100.0
6883,Student_6883,Male,I,134.7,44.9,0.0
6884,Student_6884,Other,II,118.1,39.36666666666667,0.0
6885,Student_6885,Other,III,,,100.0
6886,Student_6886,Female,I,267.3,89.10000000000001,0.0
6887,Student_6887,Female,II,,,0.0
6888,Student_6888,Female,III,145.1,48.36666666666667,0.0
6889,Student_6889,Female,I,,,100.0
6890,Student_6890,Other,II,260.8,86.93333333333334,100.0
6891,Student_6891,Male,III,,,100.0
6892,Student_6892,Other,I,195.7,65.23333333333333,100.0
6893,Student_6893,Female,II,,,0.0
6894,Student_6894,Other,III,253.0,42.166666666666664,0.0
6895,Student_6895,Female,I,173.89999999999998,86.94999999999999,100.0
6896,Student_6896,Other,II,287.2,47.86666666666667,0.0
6897,Student_6897,Female,III,,,0.0
6898,Student_6898,Female,I,413.79999999999995,68.96666666666665,0.0
6899,Student_6899,Male,II,268.9,89.63333333333333,100.0
6900,Student_6900,Male,III,291.4,97.13333333333333,0.0
6901,Student_6901,Male,I,,,100.0
6902,Student_6902,Female,II,245.2,40.86666666666667,100.0
6903,Student_6903,Other,III,,,0.0
6904,Student_6904,Other,I,134.5,44.833333333333336,0.0
6905,Student_6905,Other,II,,,0.0
6906,Student_6906,Female,III,280.0,46.666666666666664,0.0
6907,Student_6907,Female,I,,,0.0
6908,Student_6908,Other,II,161.79999999999998,53.93333333333333,100.0
6909,Student_6909,Male,III,,,100.0
6910,Student_6910,Other,I,83.1,27.7,0.0
6911,Student_6911,Other,II,260.6,86.86666666666667,100.0
6912,Student_6912,Other,III,437.6,72.93333333333334,0.0
6913,Student_6913,Male,I,,,100.0
6914,Student_6914,Other,II,248.3,82.76666666666667,100.0
6915,Student_6915,Female,III,,,100.0
6916,Student_6916,Female,I,164.3,54.76666666666667,100.0
6917,Student_6917,Male,II,,,0.0
6918,Student_6918,Female,III,460.20000000000005,76.7,100.0
6919,Student_6919,Female,I,,,100.0
6920,Student_6920,Other,II,716.1,79.56666666666666,100.0
6921,Student_6921,Female,III,,,100.0
6922,Student_6922,Male,I,219.89999999999998,73.3,0.0
6923,Student_6923,Other,II,,,100.0
6924,Student_6924,Male,III,265.2,88.39999999999999,100.0
6925,Student_6925,Other,I,421.8,70.3,100.0
6926,Student_6926,Other,II,217.0,72.33333333333333,100.0
6927,Student_6927,Male,III,,,100.0
6928,Student_6928,Other,I,188.7,62.9,100.0
6929,Student_6929,Other,II,427.40000000000003,71.23333333333333,0.0
6930,Student_6930,Female,III,263.5,87.83333333333333,100.0
6931,Student_6931,Other,I,,,0.0
6932,Student_6932,Male,II,202.6,67.53333333333333,100.0
6933,Student_6933,Female,III,,,0.0
6934,Student_6934,Female,I,223.8,74.60000000000001,0.0
6935,Student_6935,Female,II,,,100.0
6936,Student_6936,Other,III,173.2,57.73333333333333,100.0
6937,Student_6937,Other,I,113.9,37.96666666666667,0.0
6938,Student_6938,Female,II,798.5999999999999,88.73333333333332,100.0
6939,Student_6939,Female,III,170.0,56.666666666666664,0.0
6940,Student_6940,Female,I,219.6,73.2,100.0
6941,Student_6941,Male,II,,,0.0
6942,Student_6942,Female,III,87.7,29.233333333333334,0.0
6943,Student_6943,Male,I,,,0.0
6944,Student_6944,Other,II,111.6,37.199999999999996,0.0
6945,Student_6945,Other,III,,,100.0
6946,Student_6946,Other,I,158.0,52.666666666666664,0.0
6947,Student_6947,Other,II,,,100.0
6948,Student_6948,Female,III,273.4,45.56666666666666,100.0
6949,Student_6949,Female,I,,,0.0
6950,Student_6950,Female,II,164.1,54.699999999999996,100.0
6951,Student_6951,Female,III,,,100.0
6952,Student_6952,Male,I,246.6,82.2,0.0
6953,Student_6953,Other,II,,,100.0
6954,Student_6954,Female,III,312.0,52.0,0.0
6955,Student_6955,Other,I,,,0.0
6956,Student_6956,Male,II,229.5,76.5,0.0
6957,Student_6957,Female,III,,,0.0
6958,Student_6958,Female,I,294.6,98.2,0.0
6959,Student_6959,Other,II,,,0.0
6960,Student_6960,Female,III,118.6,39.53333333333333,100.0
6961,Student_6961,Male,I,332.0,55.333333333333336,100.0
6962,Student_6962,Female,II,357.8,59.63333333333333,0.0
6963,Student_6963,Other,III,,,0.0
6964,Student_6964,Male,I,239.0,79.66666666666667,0.0
6965,Student_6965,Female,II,227.7,75.89999999999999,0.0
6966,Student_6966,Male,III,272.6,45.43333333333334,100.0
6967,Student_6967,Other,I,284.9,94.96666666666665,100.0
6968,Student_6968,Male,II,149.7,49.9,0.0
6969,Student_6969,Female,III,258.0,86.0,100.0
6970,Student_6970,Other,I,217.3,72.43333333333334,0.0
6971,Student_6971,Other,II,,,0.0
6972,Student_6972,Male,III,403.8,67.3,100.0
6973,Student_6973,Male,I,207.7,69.23333333333333,100.0
6974,Student_6974,Male,II,219.3,73.10000000000001,100.0
6975,Student_6975,Female,III,267.0,89.0,100.0
