Adm_No,Subject,Marks,Percentage,Term
5015,Maths,86.7,88.4,Mid
1376,Maths,85.1,93.6,Final
1182,Maths,45.9,58.7,Mid
5709,Maths,25.4,45.7,Final
491,Maths,53.8,60.0,Mid
3730,Maths,100.0,98.9,Final
5975,Maths,37.3,42.0,Mid
3535,Maths,47.3,42.7,Final
3297,Maths,26.4,25.9,Mid
1941,Maths,61.4,62.9,Final
12601,Maths,66.0,60.4,Mid
14951,Maths,47.4,39.8,Final
5015,Maths,86.7,88.4,Mid
1883,Maths,74.0,75.9,Final
4909,Maths,54.7,67.3,Mid
2988,Maths,63.8,76.9,Final
5586,Maths,81.7,86.0,Mid
3160,Maths,48.3,39.0,Final
13615,Maths,75.3,80.9,Mid
12968,Maths,67.0,65.1,Final
4531,Maths,75.5,70.1,Mid
682,Maths,66.6,60.8,Final
5255,Maths,42.0,40.5,Mid
1074,Maths,58.1,60.3,Final
13744,Maths,43.7,37.8,Mid
2388,Maths,100.0,93.5,Final
10587,Maths,46.0,48.1,Mid
2694,Maths,89.9,67.1,Final
9563,Maths,37.1,30.9,Mid
12937,Maths,43.2,45.8,Final
4341,Maths,70.5,62.8,Mid
2157,Maths,37.7,39.4,Final
7967,Maths,87.6,81.5,Mid
2581,Maths,82.9,62.8,Final
7258,Maths,48.4,54.1,Mid
12584,Maths,69.8,61.7,Final
2160,Maths,57.0,43.5,Mid
13901,Maths,76.3,73.1,Final
11441,Maths,55.8,50.6,Mid
14679,Maths,60.6,69.8,Final
11924,Maths,33.7,45.4,Mid
14437,Maths,43.4,45.3,Final
12022,Maths,38.2,39.6,Mid
6773,Maths,80.2,78.0,Final
1628,Maths,40.5,52.2,Mid
11665,Maths,54.5,61.0,Final
8220,Maths,64.1,72.8,Mid
7081,Maths,59.1,62.4,Final
1986,Maths,60.8,54.1,Mid
13849,Maths,66.3,72.5,Final
12346,Maths,77.3,78.0,Mid
9714,Maths,84.4,99.0,Final
8489,Maths,90.6,93.4,Mid
2182,Maths,81.7,67.4,Final
11595,Maths,61.8,48.5,Mid
2297,Maths,59.8,61.7,Final
7165,Maths,27.1,24.0,Mid
2598,Maths,93.0,75.6,Final
902,Maths,94.7,91.0,Mid
6061,Maths,53.0,49.1,Final
9291,Maths,73.2,81.3,Mid
1678,Maths,80.6,81.4,Final
2882,Maths,50.0,41.3,Mid
13480,Maths,59.5,40.7,Final
13059,Maths,89.8,77.6,Mid
5623,Maths,92.4,100.0,Final
8053,Maths,77.6,71.3,Mid
1379,Maths,64.2,58.5,Final
1249,Maths,79.9,78.0,Mid
11928,Maths,100.0,88.0,Final
5651,Maths,100.0,100.0,Mid
12434,Maths,82.7,66.0,Final
6080,Maths,83.9,69.4,Mid
9457,Maths,72.3,75.4,Final
10100,Maths,97.5,79.1,Mid
7037,Maths,43.6,41.8,Final
6488,Maths,73.8,74.7,Mid
14061,Maths,63.0,56.8,Final
1059,Maths,45.8,46.2,Mid
10942,Maths,68.2,70.1,Final
2049,Maths,42.8,47.5,Mid
6116,Maths,87.9,83.5,Final
4249,Maths,59.8,61.4,Mid
2477,Maths,57.5,51.2,Final
12209,Maths,100.0,85.7,Mid
4604,Maths,73.1,59.1,Final
11390,Maths,55.1,56.5,Mid
12779,Maths,58.1,68.9,Final
3554,Maths,37.4,41.6,Mid
12633,Maths,72.7,85.5,Final
14224,Maths,83.8,70.8,Mid
9954,Maths,84.6,90.9,Final
221,Maths,55.3,61.5,Mid
14227,Maths,64.8,66.6,Final
14231,Maths,64.3,78.2,Mid
4819,Maths,39.9,43.4,Final
7193,Maths,43.4,42.8,Mid
4624,Maths,57.9,57.9,Final
7350,Maths,45.0,55.9,Mid
5619,Maths,44.0,36.5,Final
11081,Maths,78.7,60.6,Mid
9857,Maths,67.4,88.6,Final
7210,Maths,60.7,52.0,Mid
12179,Maths,89.7,92.4,Final
4577,Maths,68.6,66.3,Mid
11170,Maths,55.1,51.5,Final
1872,Maths,77.9,56.5,Mid
7916,Maths,81.0,81.6,Final
1463,Maths,76.8,71.3,Mid
5522,Maths,50.3,76.5,Final
8537,Maths,57.4,54.5,Mid
8237,Maths,78.5,77.8,Final
7814,Maths,100.0,91.7,Mid
2069,Maths,33.6,44.7,Final
5754,Maths,100.0,100.0,Mid
7238,Maths,22.3,36.7,Final
14176,Maths,78.9,83.8,Mid
7017,Maths,26.9,33.0,Final
6192,Maths,64.3,66.8,Mid
1515,Maths,43.2,46.4,Final
2599,Maths,60.8,60.0,Mid
14623,Maths,63.3,72.8,Final
1002,Maths,100.0,84.0,Mid
1034,Maths,95.0,100.0,Final
14878,Maths,34.2,41.0,Mid
10233,Maths,72.9,68.5,Final
6900,Maths,91.4,91.5,Mid
8466,Maths,34.2,34.2,Final
5052,Maths,17.6,30.6,Mid
10840,Maths,66.2,77.9,Final
9972,Maths,98.5,92.0,Mid
4477,Maths,88.5,87.3,Final
13641,Maths,56.1,43.9,Mid
479,Maths,91.1,83.8,Final
14351,Maths,51.6,44.3,Mid
516,Maths,65.2,72.1,Final
12479,Maths,100.0,100.0,Mid
1192,Maths,68.7,59.5,Final
10861,Maths,98.6,88.5,Mid
13449,Maths,67.4,71.9,Final
6298,Maths,67.2,65.1,Mid
9604,Maths,78.8,66.0,Final
11473,Maths,53.6,41.3,Mid
272,Maths,96.9,100.0,Final
8335,Maths,89.4,75.2,Mid
7779,Maths,96.5,96.9,Final
6009,Maths,62.2,40.5,Mid
7988,Maths,54.3,59.0,Final
13381,Maths,30.4,40.2,Mid
14583,Maths,96.7,100.0,Final
3333,Maths,53.1,58.2,Mid
788,Maths,97.2,83.9,Final
6223,Maths,50.9,43.7,Mid
9874,Maths,47.9,54.7,Final
623,Maths,68.4,70.9,Mid
3842,Maths,71.1,70.9,Final
3677,Maths,100.0,100.0,Mid
2573,Maths,90.0,79.2,Final
6916,Maths,62.4,52.9,Mid
5034,Maths,80.2,89.1,Final
7789,Maths,100.0,98.9,Mid
11453,Maths,78.7,79.1,Final
5215,Maths,71.7,52.5,Mid
4713,Maths,73.8,62.4,Final
13320,Maths,47.4,30.1,Mid
67,Maths,33.8,46.9,Final
12479,Maths,100.0,100.0,Mid
7534,Maths,78.4,66.3,Final
4617,Maths,33.4,21.7,Mid
13278,Maths,59.9,54.9,Final
1141,Maths,23.9,31.8,Mid
10507,Maths,69.6,53.7,Final
5731,Maths,31.6,29.7,Mid
10725,Maths,65.5,57.9,Final
11773,Maths,45.2,50.7,Mid
7466,Maths,40.1,33.4,Final
9380,Maths,37.8,42.6,Mid
4472,Maths,52.3,37.0,Final
12941,Maths,29.1,40.4,Mid
3340,Maths,100.0,100.0,Final
549,Maths,91.3,94.3,Mid
13386,Maths,100.0,93.5,Final
7676,Maths,86.1,87.0,Mid
12280,Maths,33.9,32.6,Final
8265,Maths,100.0,95.6,Mid
14644,Maths,58.0,52.4,Final
199,Maths,71.3,60.9,Mid
11394,Maths,100.0,100.0,Final
9974,Maths,40.4,55.1,Mid
572,Maths,69.0,71.8,Final
791,Maths,82.4,88.9,Mid
9831,Maths,51.1,39.6,Final
10024,Maths,38.7,49.1,Mid
10048,Maths,47.1,55.7,Final
13799,Maths,73.8,86.3,Mid
1175,Maths,92.6,84.9,Final
11933,Maths,42.6,38.6,Mid
11470,Maths,96.9,100.0,Final
179,Maths,35.8,36.9,Mid
2245,Maths,78.9,84.8,Final
4087,Maths,91.0,85.4,Mid
735,Maths,36.1,57.8,Final
6233,Maths,94.4,99.3,Mid
799,Maths,72.1,77.0,Final
7602,Maths,30.1,26.1,Mid
8980,Maths,82.9,79.7,Final
2796,Maths,17.4,34.7,Mid
12497,Maths,28.1,27.2,Final
4589,Maths,57.2,43.5,Mid
7298,Maths,60.6,65.6,Final
3085,Maths,61.6,60.9,Mid
13946,Maths,62.1,65.2,Final
11111,Maths,82.3,68.7,Mid
732,Maths,79.3,68.0,Final
1130,Maths,66.8,61.8,Mid
11639,Maths,86.6,92.3,Final
1606,Maths,97.4,86.7,Mid
11971,Maths,34.6,46.3,Final
10938,Maths,53.8,51.7,Mid
11363,Maths,90.8,87.3,Final
12882,Maths,59.3,61.0,Mid
2934,Maths,95.5,93.9,Final
9408,Maths,60.3,51.9,Mid
8517,Maths,45.0,48.9,Final
5075,Maths,69.1,72.6,Mid
14038,Maths,45.4,55.5,Final
10043,Maths,53.0,66.5,Mid
7100,Maths,63.9,69.4,Final
1491,Maths,78.4,79.9,Mid
894,Maths,39.3,27.5,Final
1391,Maths,76.2,60.4,Mid
3390,Maths,100.0,94.3,Final
4240,Maths,44.5,40.4,Mid
4480,Maths,25.8,45.7,Final
2264,Maths,83.5,74.9,Mid
3433,Maths,48.1,64.8,Final
2372,Maths,59.3,58.8,Mid
11279,Maths,59.5,53.5,Final
4313,Maths,71.2,70.7,Mid
1516,Maths,29.3,46.2,Final
6327,Maths,85.3,79.0,Mid
14606,Maths,45.4,64.6,Final
7089,Maths,20.5,30.3,Mid
5587,Maths,58.6,51.4,Final
2918,Maths,74.3,60.3,Mid
5732,Maths,95.7,81.9,Final
7687,Maths,51.4,51.7,Mid
14803,Maths,47.0,45.2,Final
10545,Maths,67.5,78.4,Mid
1168,Maths,57.3,46.0,Final
8303,Maths,45.4,45.4,Mid
5110,Maths,93.7,84.5,Final
4328,Maths,53.2,56.3,Mid
5811,Maths,34.6,43.8,Final
3656,Maths,25.4,29.1,Mid
3794,Maths,73.2,49.8,Final
9948,Maths,69.2,74.5,Mid
6739,Maths,90.7,79.7,Final
1578,Maths,27.4,33.9,Mid
9489,Maths,84.9,77.5,Final
11967,Maths,97.3,93.4,Mid
2221,Maths,65.9,78.3,Final
9165,Maths,60.1,65.8,Mid
1031,Maths,92.3,91.3,Final
10786,Maths,54.3,44.4,Mid
6692,Maths,88.2,89.8,Final
3993,Maths,55.4,58.3,Mid
12806,Maths,56.7,68.1,Final
914,Maths,46.4,40.7,Mid
6359,Maths,93.3,73.6,Final
2182,Maths,81.7,67.4,Mid
14621,Maths,62.1,60.7,Final
3198,Maths,98.5,88.8,Mid
6041,Maths,97.9,87.3,Final
1463,Maths,76.8,71.3,Mid
14161,Maths,38.8,48.3,Final
10571,Maths,61.0,61.0,Mid
11647,Maths,70.3,56.5,Final
7038,Maths,42.5,50.8,Mid
11746,Maths,72.9,64.3,Final
9500,Maths,63.1,72.8,Mid
4995,Maths,67.0,63.0,Final
13387,Maths,59.4,53.5,Mid
9382,Maths,63.9,59.2,Final
5309,Maths,44.6,45.4,Mid
6222,Maths,75.0,64.6,Final
7091,Maths,52.7,45.1,Mid
7770,Maths,65.5,92.2,Final
688,Maths,88.8,84.0,Mid
14357,Maths,74.9,83.7,Final
4662,Maths,54.9,67.1,Mid
9400,Maths,25.5,24.6,Final
1895,Maths,64.7,54.4,Mid
7390,Maths,63.9,63.4,Final
4923,Maths,53.4,64.0,Mid
13640,Maths,82.7,86.8,Final
6323,Maths,42.8,35.9,Mid
10004,Maths,50.9,31.3,Final
3184,Maths,75.7,63.5,Mid
3798,Maths,88.1,87.2,Final
5179,Maths,34.9,40.9,Mid
13639,Maths,41.5,44.6,Final
9837,Maths,70.7,59.1,Mid
3969,Maths,77.6,76.6,Final
2717,Maths,89.3,91.7,Mid
191,Maths,73.9,86.6,Final
13512,Maths,32.0,47.1,Mid
1336,Maths,59.8,56.3,Final
8182,Maths,100.0,95.2,Mid
12996,Maths,100.0,100.0,Final
11299,Maths,73.2,76.8,Mid
379,Maths,38.7,36.3,Final
12675,Maths,15.2,38.5,Mid
3830,Maths,59.6,53.3,Final
6381,Maths,31.6,46.2,Mid
616,Maths,48.1,39.5,Final
13831,Maths,92.1,78.7,Mid
2331,Maths,54.0,49.1,Final
14337,Maths,67.4,50.1,Mid
1755,Maths,36.7,49.1,Final
464,Maths,52.0,61.9,Mid
9159,Maths,71.9,73.0,Final
4268,Maths,68.9,65.9,Mid
3159,Maths,36.4,45.0,Final
3625,Maths,45.0,38.2,Mid
13435,Maths,44.8,52.5,Final
4939,Maths,67.0,60.9,Mid
5418,Maths,53.0,51.6,Final
6005,Maths,56.3,53.0,Mid
8882,Maths,84.6,74.2,Final
10815,Maths,56.6,53.5,Mid
5604,Maths,90.1,63.1,Final
2213,Maths,67.0,65.1,Mid
6121,Maths,59.8,62.3,Final
5819,Maths,93.5,90.6,Mid
383,Maths,89.5,83.7,Final
2257,Maths,41.9,38.7,Mid
12003,Maths,47.5,47.3,Final
11696,Maths,100.0,91.6,Mid
1413,Maths,38.6,70.8,Final
9776,Maths,60.9,50.5,Mid
14560,Maths,53.1,41.7,Final
6147,Maths,68.6,74.3,Mid
372,Maths,11.7,33.1,Final
5807,Maths,47.9,53.2,Mid
5566,Maths,50.0,48.5,Final
8803,Maths,53.3,71.5,Mid
8308,Maths,59.6,57.5,Final
7438,Maths,55.2,46.9,Mid
447,Maths,46.2,41.9,Final
1392,Maths,77.5,82.8,Mid
11517,Maths,34.9,58.7,Final
1341,Maths,55.5,73.5,Mid
12703,Maths,85.5,83.2,Final
14097,Maths,54.7,79.0,Mid
2940,Maths,83.8,78.0,Final
13336,Maths,44.6,50.7,Mid
11892,Maths,52.1,53.2,Final
14999,Maths,24.2,33.6,Mid
5970,Maths,83.5,82.9,Final
9266,Maths,68.3,73.1,Mid
4814,Maths,67.4,51.3,Final
3570,Maths,68.9,74.6,Mid
5455,Maths,40.0,47.1,Final
3151,Maths,51.7,47.1,Mid
9798,Maths,45.2,34.8,Final
6415,Maths,33.2,43.5,Mid
4658,Maths,80.5,93.2,Final
6948,Maths,39.1,48.3,Mid
10487,Maths,73.4,82.0,Final
7944,Maths,60.8,59.4,Mid
3663,Maths,74.0,61.5,Final
4483,Maths,86.4,86.3,Mid
4798,Maths,85.1,81.4,Final
14895,Maths,44.7,49.5,Mid
5069,Maths,34.8,36.1,Final
5481,Maths,100.0,92.1,Mid
8034,Maths,67.2,57.8,Final
984,Maths,55.7,45.4,Mid
5608,Maths,46.2,52.9,Final
8544,Maths,74.2,74.2,Mid
9917,Maths,100.0,95.4,Final
10144,Maths,64.0,67.3,Mid
9472,Maths,64.5,54.2,Final
1908,Maths,100.0,100.0,Mid
13041,Maths,72.8,68.4,Final
6925,Maths,72.4,73.5,Mid
9217,Maths,69.6,75.8,Final
8738,Maths,80.5,73.8,Mid
13758,Maths,82.4,87.7,Final
4175,Maths,75.5,80.3,Mid
13548,Maths,33.5,34.5,Final
10574,Maths,84.3,84.0,Mid
9081,Maths,26.8,39.8,Final
7266,Maths,65.6,59.4,Mid
9298,Maths,92.2,96.7,Final
10742,Maths,64.2,63.1,Mid
1991,Maths,90.0,76.9,Final
5597,Maths,72.4,78.8,Mid
3999,Maths,58.3,72.3,Final
3776,Maths,49.2,46.1,Mid
11005,Maths,19.3,26.3,Final
9113,Maths,68.5,84.4,Mid
4646,Maths,69.8,77.7,Final
2062,Maths,77.2,61.2,Mid
4488,Maths,71.8,61.5,Final
14646,Maths,41.5,41.3,Mid
14722,Maths,53.8,65.3,Final
13669,Maths,39.2,27.1,Mid
13262,Maths,72.3,81.3,Final
11832,Maths,46.9,59.5,Mid
11358,Maths,55.8,44.1,Final
4436,Maths,80.5,63.5,Mid
2645,Maths,23.2,28.0,Final
13045,Maths,61.4,71.9,Mid
1046,Maths,46.3,55.2,Final
14627,Maths,46.1,42.9,Mid
11749,Maths,83.5,89.3,Final
7952,Maths,62.4,65.1,Mid
6450,Maths,79.8,77.7,Final
2682,Maths,84.5,90.1,Mid
3200,Maths,57.3,56.0,Final
6769,Maths,51.4,58.5,Mid
9131,Maths,57.3,79.5,Final
7441,Maths,81.2,67.8,Mid
13136,Maths,96.9,84.1,Final
8634,Maths,53.4,43.2,Mid
2551,Maths,78.6,64.8,Final
4226,Maths,50.6,49.7,Mid
597,Maths,51.2,51.6,Final
6055,Maths,78.2,69.4,Mid
1506,Maths,100.0,90.9,Final
9054,Maths,100.0,93.0,Mid
10833,Maths,74.4,58.8,Final
13287,Maths,25.5,44.7,Mid
6469,Maths,46.4,41.0,Final
7237,Maths,54.8,43.5,Mid
11924,Maths,33.7,45.4,Final
14784,Maths,70.9,59.5,Mid
1552,Maths,26.0,50.0,Final
13929,Maths,91.4,80.8,Mid
11429,Maths,66.6,78.7,Final
13800,Maths,31.3,49.2,Mid
9929,Maths,54.2,46.2,Final
6853,Maths,83.8,75.8,Mid
1450,Maths,76.3,82.8,Final
5954,Maths,68.3,78.1,Mid
8457,Maths,51.0,57.3,Final
8043,Maths,65.8,53.9,Mid
2660,Maths,87.2,77.6,Final
7510,Maths,60.2,58.7,Mid
7894,Maths,58.4,67.1,Final
7446,Maths,71.3,71.4,Mid
2722,Maths,37.1,51.9,Final
9655,Maths,91.6,79.7,Mid
12445,Maths,95.3,87.1,Final
9638,Maths,42.7,47.1,Mid
10491,Maths,33.4,43.7,Final
2926,Maths,63.6,74.7,Mid
9825,Maths,86.8,88.6,Final
14866,Maths,86.4,80.0,Mid
10567,Maths,100.0,95.5,Final
7105,Maths,68.2,65.4,Mid
13183,Maths,59.0,66.9,Final
6241,Maths,71.9,71.1,Mid
513,Maths,91.6,79.2,Final
216,Maths,58.4,67.5,Mid
7300,Maths,18.1,27.4,Final
11524,Maths,23.6,25.6,Mid
10365,Maths,68.7,48.8,Final
3154,Maths,72.8,89.7,Mid
7451,Maths,59.2,56.8,Final
1707,Maths,73.4,61.3,Mid
10299,Maths,50.1,45.0,Final
1568,Maths,75.0,69.2,Mid
10401,Maths,33.4,33.1,Final
10524,Maths,49.3,55.7,Mid
10346,Maths,28.1,30.7,Final
1129,Maths,49.5,45.2,Mid
3511,Maths,68.4,79.0,Final
12516,Maths,73.6,57.9,Mid
7868,Maths,67.0,67.8,Final
11846,Maths,85.0,89.8,Mid
2366,Maths,56.2,50.6,Final
5584,Maths,96.7,85.7,Mid
4898,Maths,68.9,56.6,Final
5719,Maths,40.6,50.9,Mid
6002,Maths,29.5,49.7,Final
11114,Maths,59.1,53.6,Mid
4568,Maths,71.5,53.6,Final
9272,Maths,38.0,31.5,Mid
14961,Maths,39.5,41.2,Final
14349,Maths,84.9,100.0,Mid
11704,Maths,54.3,56.2,Final
13330,Maths,56.0,46.1,Mid
2742,Maths,72.1,79.4,Final
3021,Maths,77.2,73.6,Mid
6257,Maths,86.7,68.0,Final
229,Maths,76.3,54.8,Mid
8363,Maths,81.0,80.2,Final
295,Maths,72.7,88.3,Mid
4285,Maths,71.8,65.0,Final
8618,Maths,48.0,50.6,Mid
13265,Maths,74.3,89.2,Final
13391,Maths,56.5,60.2,Mid
6802,Maths,22.3,32.1,Final
919,Maths,100.0,93.8,Mid
11446,Maths,93.1,81.7,Final
499,Maths,83.1,70.8,Mid
14110,Maths,85.1,81.2,Final
2810,Maths,76.4,83.8,Mid
4962,Maths,89.8,100.0,Final
9018,Maths,42.7,43.4,Mid
3780,Maths,88.6,73.5,Final
10051,Maths,72.5,62.5,Mid
2119,Maths,92.5,97.8,Final
6392,Maths,87.0,80.4,Mid
146,Maths,90.9,90.2,Final
13930,Maths,98.5,75.2,Mid
7943,Maths,17.9,25.8,Final
13608,Maths,83.2,92.2,Mid
14918,Maths,30.4,40.0,Final
4566,Maths,82.5,86.7,Mid
11770,Maths,57.0,61.3,Final
193,Maths,71.1,80.1,Mid
5188,Maths,37.2,35.3,Final
6638,Maths,100.0,95.0,Mid
12081,Maths,79.7,82.2,Final
8244,Maths,62.6,44.9,Mid
2411,Maths,60.9,75.1,Final
1821,Maths,57.8,51.6,Mid
2965,Maths,55.1,51.1,Final
2522,Maths,89.1,85.4,Mid
10062,Maths,100.0,100.0,Final
2569,Maths,62.4,54.8,Mid
5883,Maths,63.9,48.2,Final
13743,Maths,48.8,57.8,Mid
1868,Maths,68.7,68.7,Final
7466,Maths,40.1,33.4,Mid
7603,Maths,58.1,44.8,Final
10931,Maths,30.8,41.6,Mid
11462,Maths,100.0,100.0,Final
3200,Maths,57.3,56.0,Mid
10772,Maths,53.3,43.7,Final
6104,Maths,84.3,78.6,Mid
13723,Maths,61.9,64.6,Final
12198,Maths,39.5,35.4,Mid
13128,Maths,85.6,83.3,Final
241,Maths,56.6,36.1,Mid
3441,Maths,88.7,62.0,Final
4632,Maths,77.0,56.4,Mid
9600,Maths,94.5,81.5,Final
11695,Maths,69.4,63.9,Mid
12231,Maths,32.1,32.7,Final
8275,Maths,91.7,87.1,Mid
5078,Maths,61.2,54.4,Final
3769,Maths,60.2,55.6,Mid
9143,Maths,69.7,63.2,Final
7996,Maths,56.8,62.7,Mid
8803,Maths,53.3,71.5,Final
12862,Maths,22.2,20.7,Mid
6430,Maths,42.5,34.6,Final
13277,Maths,51.2,50.2,Mid
3606,Maths,52.1,49.0,Final
12747,Maths,31.6,42.9,Mid
11476,Maths,59.2,60.9,Final
2174,Maths,48.4,45.2,Mid
11677,Maths,62.6,77.3,Final
9715,Maths,83.0,81.1,Mid
6569,Maths,52.1,55.2,Final
2602,Maths,47.7,55.9,Mid
2658,Maths,81.2,70.3,Final
6081,Maths,97.6,83.4,Mid
13855,Maths,87.4,80.5,Final
7326,Maths,57.0,56.7,Mid
2160,Maths,57.0,43.5,Final
10642,Maths,60.7,52.8,Mid
3831,Maths,98.4,95.7,Final
8314,Maths,44.4,36.2,Mid
4369,Maths,57.2,73.3,Final
1318,Maths,70.6,65.4,Mid
4494,Maths,48.0,47.9,Final
10711,Maths,63.8,55.7,Mid
13273,Maths,75.6,70.5,Final
1231,Maths,100.0,94.2,Mid
1134,Maths,83.0,81.1,Final
7608,Maths,68.8,71.8,Mid
1302,Maths,52.1,49.2,Final
12227,Maths,70.3,72.6,Mid
1911,Maths,34.9,37.9,Final
8083,Maths,82.8,80.7,Mid
14905,Maths,95.9,76.5,Final
8108,Maths,84.2,76.5,Mid
9698,Maths,71.7,76.5,Final
7971,Maths,85.6,95.4,Mid
11378,Maths,13.0,23.8,Final
1917,Maths,38.4,40.5,Mid
13108,Maths,36.8,33.8,Final
6997,Maths,98.9,99.2,Mid
11741,Maths,71.7,79.1,Final
2758,Maths,75.1,75.7,Mid
10149,Maths,63.8,63.5,Final
6465,Maths,20.0,24.7,Mid
179,Maths,35.8,36.9,Final
9089,Maths,63.2,63.4,Mid
6363,Maths,96.4,92.1,Final
14261,Maths,74.0,51.8,Mid
9744,Maths,56.9,48.7,Final
8684,Maths,60.1,48.9,Mid
61,Maths,69.7,65.1,Final
9270,Maths,53.3,57.7,Mid
13992,Maths,85.0,71.1,Final
6682,Maths,54.6,55.7,Mid
2896,Maths,38.0,45.2,Final
12353,Maths,38.9,33.7,Mid
11876,Maths,53.4,52.4,Final
586,Maths,31.4,42.7,Mid
5824,Maths,43.9,57.6,Final
14507,Maths,43.5,45.8,Mid
12153,Maths,90.9,90.7,Final
11963,Maths,70.1,71.7,Mid
535,Maths,77.5,85.6,Final
3463,Maths,31.2,28.3,Mid
4012,Maths,52.5,51.4,Final
3399,Maths,44.7,37.2,Mid
2156,Maths,47.0,64.7,Final
5967,Maths,100.0,85.8,Mid
7330,Maths,55.9,51.4,Final
6958,Maths,99.0,84.6,Mid
9197,Maths,56.6,67.5,Final
10692,Maths,94.3,100.0,Mid
5326,Maths,62.5,64.7,Final
14926,Maths,84.1,100.0,Mid
13328,Maths,66.0,85.5,Final
8519,Maths,84.9,76.7,Mid
4704,Maths,76.9,62.0,Final
2707,Maths,47.3,35.7,Mid
2,Maths,57.6,61.3,Final
9226,Maths,68.2,80.9,Mid
10674,Maths,32.1,36.8,Final
8317,Maths,30.6,31.3,Mid
1105,Maths,92.2,100.0,Final
14821,Maths,39.6,44.9,Mid
10892,Maths,75.6,73.9,Final
1862,Maths,69.6,67.6,Mid
5270,Maths,44.0,51.4,Final
6944,Maths,34.6,37.5,Mid
11113,Maths,40.5,46.2,Final
8321,Maths,76.8,80.4,Mid
438,Maths,41.1,40.5,Final
4847,Maths,73.6,86.1,Mid
10741,Maths,34.0,39.1,Final
3130,Maths,59.8,67.7,Mid
9414,Maths,94.2,85.6,Final
14547,Maths,56.8,78.1,Mid
8082,Maths,53.6,63.0,Final
902,Maths,94.7,91.0,Mid
14381,Maths,66.8,63.1,Final
11361,Maths,85.9,83.4,Mid
5399,Maths,46.0,49.4,Final
6679,Maths,96.4,86.7,Mid
5530,Maths,68.8,60.7,Final
6605,Maths,52.1,71.1,Mid
12679,Maths,30.3,40.6,Final
3919,Maths,100.0,82.4,Mid
1068,Maths,70.0,90.2,Final
27,Maths,94.6,82.5,Mid
6938,Maths,92.3,91.3,Final
7265,Maths,77.6,71.7,Mid
7119,Maths,40.2,43.4,Final
548,Maths,80.0,82.1,Mid
10861,Maths,98.6,88.5,Final
8759,Maths,87.6,78.6,Mid
8896,Maths,68.9,82.1,Final
5339,Maths,53.7,51.5,Mid
12473,Maths,68.4,72.8,Final
3141,Maths,94.6,80.6,Mid
7997,Maths,62.7,52.9,Final
1591,Maths,85.1,85.2,Mid
14202,Maths,45.0,46.8,Final
7777,Maths,55.2,49.9,Mid
4944,Maths,72.5,79.9,Final
12887,Maths,81.9,88.7,Mid
8998,Maths,48.9,67.3,Final
7799,Maths,59.0,56.4,Mid
3792,Maths,65.4,60.2,Final
1358,Maths,22.2,45.5,Mid
8093,Maths,51.2,72.6,Final
3226,Maths,37.1,57.5,Mid
11811,Maths,45.1,39.8,Final
10319,Maths,90.2,89.0,Mid
14915,Maths,45.5,49.0,Final
14167,Maths,59.0,44.9,Mid
2461,Maths,80.0,84.7,Final
8738,Maths,80.5,73.8,Mid
13921,Maths,83.6,65.9,Final
14505,Maths,96.2,99.1,Mid
2729,Maths,46.6,60.9,Final
11927,Maths,68.2,85.2,Mid
6727,Maths,52.4,67.4,Final
10755,Maths,36.8,51.8,Mid
7482,Maths,42.4,55.9,Final
10272,Maths,78.7,75.7,Mid
6431,Maths,87.1,66.3,Final
10834,Maths,33.2,39.6,Mid
3115,Maths,33.7,49.2,Final
10119,Maths,56.8,68.0,Mid
617,Maths,89.3,100.0,Final
3645,Maths,85.1,68.6,Mid
6414,Maths,53.6,63.1,Final
1204,Maths,97.4,84.5,Mid
9952,Maths,100.0,96.9,Final
2566,Maths,56.7,51.4,Mid
3175,Maths,51.6,48.9,Final
3082,Maths,46.0,49.3,Mid
2631,Maths,77.7,81.2,Final
3162,Maths,42.5,49.7,Mid
4322,Maths,95.5,93.8,Final
8862,Maths,49.1,58.6,Mid
14052,Maths,48.6,45.2,Final
13205,Maths,66.0,73.7,Mid
6270,Maths,82.2,100.0,Final
7100,Maths,63.9,69.4,Mid
7377,Maths,51.5,58.9,Final
11361,Maths,85.9,83.4,Mid
10314,Maths,69.6,77.0,Final
13503,Maths,71.7,75.8,Mid
4079,Maths,23.1,30.7,Final
5802,Maths,75.3,55.6,Mid
14131,Maths,23.8,25.1,Final
14272,Maths,68.3,79.6,Mid
4152,Maths,51.6,56.8,Final
8912,Maths,40.4,38.9,Mid
2601,Maths,88.5,72.5,Final
6176,Maths,64.1,69.4,Mid
11791,Maths,100.0,90.9,Final
12862,Maths,22.2,20.7,Mid
667,Maths,49.3,59.3,Final
284,Maths,48.7,28.0,Mid
5841,Maths,74.0,70.1,Final
12096,Maths,33.9,52.0,Mid
3566,Maths,99.6,90.5,Final
10427,Maths,100.0,99.0,Mid
4594,Maths,68.4,84.1,Final
1466,Maths,82.0,89.6,Mid
8322,Maths,79.3,80.9,Final
4735,Maths,91.6,87.7,Mid
6258,Maths,100.0,100.0,Final
7367,Maths,93.3,71.3,Mid
10253,Maths,71.9,84.5,Final
3673,Maths,37.5,34.0,Mid
7383,Maths,62.4,61.4,Final
6588,Maths,60.2,46.1,Mid
10687,Maths,62.3,50.2,Final
13274,Maths,91.9,96.0,Mid
993,Maths,70.1,67.6,Final
6859,Maths,31.0,39.9,Mid
2122,Maths,68.3,56.8,Final
